type,product_internal_id,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_variation_sku,product_price,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10
product_option,9EWlKrt5YPur2WgW,,,,,,,,,,,,,,Size,46 EU (18 UK),RADIOBUTTONS,TRUE,,,,,,,
product_variation,9EWlKrt5YPur2WgW,,,,,,,,,,BT2273_56010_56003,193.34,Black,34 EU (6 UK),,,,,,,,,,,
product_variation,9EWlKrt5YPur2WgW,,,,,,,,,,BT2273_56010_56004,193.34,Black,36 EU (8 UK),,,,,,,,,,,
product_variation,9EWlKrt5YPur2WgW,,,,,,,,,,BT2273_56010_56005,193.34,Black,38 EU (10 UK),,,,,,,,,,,
product_variation,9EWlKrt5YPur2WgW,,,,,,,,,,BT2273_56010_56006,193.34,Black,40 EU (12 UK),,,,,,,,,,,
product_variation,9EWlKrt5YPur2WgW,,,,,,,,,,BT2273_56010_56007,193.34,Black,42 EU (14 UK),,,,,,,,,,,
product_variation,9EWlKrt5YPur2WgW,,,,,,,,,,BT2273_56010_56008,193.34,Black,44 EU (16 UK),,,,,,,,,,,
product_variation,9EWlKrt5YPur2WgW,,,,,,,,,,BT2273_56010_56009,193.34,Black,46 EU (18 UK),,,,,,,,,,,
product_variation,9EWlKrt5YPur2WgW,,,,,,,,,,BT2273_56012_56003,193.34,Navy Pin Dot,34 EU (6 UK),,,,,,,,,,,
product_variation,9EWlKrt5YPur2WgW,,,,,,,,,,BT2273_56012_56004,193.34,Navy Pin Dot,36 EU (8 UK),,,,,,,,,,,
product_variation,9EWlKrt5YPur2WgW,,,,,,,,,,BT2273_56012_56005,193.34,Navy Pin Dot,38 EU (10 UK),,,,,,,,,,,
product_variation,9EWlKrt5YPur2WgW,,,,,,,,,,BT2273_56012_56006,193.34,Navy Pin Dot,40 EU (12 UK),,,,,,,,,,,
product_variation,9EWlKrt5YPur2WgW,,,,,,,,,,BT2273_56012_56007,193.34,Navy Pin Dot,42 EU (14 UK),,,,,,,,,,,
product_variation,9EWlKrt5YPur2WgW,,,,,,,,,,BT2273_56012_56008,193.34,Navy Pin Dot,44 EU (16 UK),,,,,,,,,,,
product_variation,9EWlKrt5YPur2WgW,,,,,,,,,,BT2273_56012_56009,193.34,Navy Pin Dot,46 EU (18 UK),,,,,,,,,,,
product,l3CD4cvhMYRFpC14,Juliet skirt,"Rechte, gevoerde stretchrok. Split en decoratief inzetsel achteraan.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=246958&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Brook Taverner,Kleding,Rok,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246958&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=151047&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,
product_option,l3CD4cvhMYRFpC14,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,l3CD4cvhMYRFpC14,,,,,,,,,,,,,,Size,34 EU (6 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,l3CD4cvhMYRFpC14,,,,,,,,,,,,,,Size,36 EU (8 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,l3CD4cvhMYRFpC14,,,,,,,,,,,,,,Size,38 EU (10 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,l3CD4cvhMYRFpC14,,,,,,,,,,,,,,Size,40 EU (12 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,l3CD4cvhMYRFpC14,,,,,,,,,,,,,,Size,42 EU (14 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,l3CD4cvhMYRFpC14,,,,,,,,,,,,,,Size,44 EU (16 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,l3CD4cvhMYRFpC14,,,,,,,,,,,,,,Size,46 EU (18 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,l3CD4cvhMYRFpC14,,,,,,,,,,,,,,Color,Navy Pin Dot,RADIOBUTTONS,TRUE,,,,,,,
product_option,l3CD4cvhMYRFpC14,,,,,,,,,,,,,,Size,34 EU (6 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,l3CD4cvhMYRFpC14,,,,,,,,,,,,,,Size,36 EU (8 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,l3CD4cvhMYRFpC14,,,,,,,,,,,,,,Size,38 EU (10 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,l3CD4cvhMYRFpC14,,,,,,,,,,,,,,Size,40 EU (12 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,l3CD4cvhMYRFpC14,,,,,,,,,,,,,,Size,42 EU (14 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,l3CD4cvhMYRFpC14,,,,,,,,,,,,,,Size,44 EU (16 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,l3CD4cvhMYRFpC14,,,,,,,,,,,,,,Size,46 EU (18 UK),RADIOBUTTONS,TRUE,,,,,,,
product_variation,l3CD4cvhMYRFpC14,,,,,,,,,,BT2275_56020_56013,69.52,Black,34 EU (6 UK),,,,,,,,,,,
product_variation,l3CD4cvhMYRFpC14,,,,,,,,,,BT2275_56020_56014,69.52,Black,36 EU (8 UK),,,,,,,,,,,
product_variation,l3CD4cvhMYRFpC14,,,,,,,,,,BT2275_56020_56015,69.52,Black,38 EU (10 UK),,,,,,,,,,,
product_variation,l3CD4cvhMYRFpC14,,,,,,,,,,BT2275_56020_56016,69.52,Black,40 EU (12 UK),,,,,,,,,,,
product_variation,l3CD4cvhMYRFpC14,,,,,,,,,,BT2275_56020_56017,69.52,Black,42 EU (14 UK),,,,,,,,,,,
product_variation,l3CD4cvhMYRFpC14,,,,,,,,,,BT2275_56020_56018,69.52,Black,44 EU (16 UK),,,,,,,,,,,
product_variation,l3CD4cvhMYRFpC14,,,,,,,,,,BT2275_56020_56019,69.52,Black,46 EU (18 UK),,,,,,,,,,,
product_variation,l3CD4cvhMYRFpC14,,,,,,,,,,BT2275_56022_56013,69.52,Navy Pin Dot,34 EU (6 UK),,,,,,,,,,,
product_variation,l3CD4cvhMYRFpC14,,,,,,,,,,BT2275_56022_56014,69.52,Navy Pin Dot,36 EU (8 UK),,,,,,,,,,,
product_variation,l3CD4cvhMYRFpC14,,,,,,,,,,BT2275_56022_56015,69.52,Navy Pin Dot,38 EU (10 UK),,,,,,,,,,,
product_variation,l3CD4cvhMYRFpC14,,,,,,,,,,BT2275_56022_56016,69.52,Navy Pin Dot,40 EU (12 UK),,,,,,,,,,,
product_variation,l3CD4cvhMYRFpC14,,,,,,,,,,BT2275_56022_56017,69.52,Navy Pin Dot,42 EU (14 UK),,,,,,,,,,,
product_variation,l3CD4cvhMYRFpC14,,,,,,,,,,BT2275_56022_56018,69.52,Navy Pin Dot,44 EU (16 UK),,,,,,,,,,,
product_variation,l3CD4cvhMYRFpC14,,,,,,,,,,BT2275_56022_56019,69.52,Navy Pin Dot,46 EU (18 UK),,,,,,,,,,,
product,uqoJE4LDuUvfHnf3,Bianca trousers,"Rechte broek. 2 zakken vooraan, 2 valse achterzakken en lusjes op de taille. Geleverd met 'onafgewerkte onderzijde': lengte: 91,5 cm.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=63833&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Brook Taverner,Kleding,Broek/Kuitbroek,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63833&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,
product_option,uqoJE4LDuUvfHnf3,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,uqoJE4LDuUvfHnf3,,,,,,,,,,,,,,Size,34 EU (6 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,uqoJE4LDuUvfHnf3,,,,,,,,,,,,,,Size,36 EU (8 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,uqoJE4LDuUvfHnf3,,,,,,,,,,,,,,Size,38 EU (10 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,uqoJE4LDuUvfHnf3,,,,,,,,,,,,,,Size,40 EU (12 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,uqoJE4LDuUvfHnf3,,,,,,,,,,,,,,Size,42 EU (14 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,uqoJE4LDuUvfHnf3,,,,,,,,,,,,,,Size,44 EU (16 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,uqoJE4LDuUvfHnf3,,,,,,,,,,,,,,Size,46 EU (18 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,uqoJE4LDuUvfHnf3,,,,,,,,,,,,,,Color,Navy Pin Dot,RADIOBUTTONS,TRUE,,,,,,,
product_option,uqoJE4LDuUvfHnf3,,,,,,,,,,,,,,Size,34 EU (6 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,uqoJE4LDuUvfHnf3,,,,,,,,,,,,,,Size,36 EU (8 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,uqoJE4LDuUvfHnf3,,,,,,,,,,,,,,Size,38 EU (10 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,uqoJE4LDuUvfHnf3,,,,,,,,,,,,,,Size,40 EU (12 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,uqoJE4LDuUvfHnf3,,,,,,,,,,,,,,Size,42 EU (14 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,uqoJE4LDuUvfHnf3,,,,,,,,,,,,,,Size,44 EU (16 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,uqoJE4LDuUvfHnf3,,,,,,,,,,,,,,Size,46 EU (18 UK),RADIOBUTTONS,TRUE,,,,,,,
product_variation,uqoJE4LDuUvfHnf3,,,,,,,,,,BT2277_56030_56023,88.28,Black,34 EU (6 UK),,,,,,,,,,,
product_variation,uqoJE4LDuUvfHnf3,,,,,,,,,,BT2277_56030_56024,88.28,Black,36 EU (8 UK),,,,,,,,,,,
product_variation,uqoJE4LDuUvfHnf3,,,,,,,,,,BT2277_56030_56025,88.28,Black,38 EU (10 UK),,,,,,,,,,,
product_variation,uqoJE4LDuUvfHnf3,,,,,,,,,,BT2277_56030_56026,88.28,Black,40 EU (12 UK),,,,,,,,,,,
product_variation,uqoJE4LDuUvfHnf3,,,,,,,,,,BT2277_56030_56027,88.28,Black,42 EU (14 UK),,,,,,,,,,,
product_variation,uqoJE4LDuUvfHnf3,,,,,,,,,,BT2277_56030_56028,88.28,Black,44 EU (16 UK),,,,,,,,,,,
product_variation,uqoJE4LDuUvfHnf3,,,,,,,,,,BT2277_56030_56029,88.28,Black,46 EU (18 UK),,,,,,,,,,,
product_variation,uqoJE4LDuUvfHnf3,,,,,,,,,,BT2277_56032_56023,88.28,Navy Pin Dot,34 EU (6 UK),,,,,,,,,,,
product_variation,uqoJE4LDuUvfHnf3,,,,,,,,,,BT2277_56032_56024,88.28,Navy Pin Dot,36 EU (8 UK),,,,,,,,,,,
product_variation,uqoJE4LDuUvfHnf3,,,,,,,,,,BT2277_56032_56025,88.28,Navy Pin Dot,38 EU (10 UK),,,,,,,,,,,
product_variation,uqoJE4LDuUvfHnf3,,,,,,,,,,BT2277_56032_56026,88.28,Navy Pin Dot,40 EU (12 UK),,,,,,,,,,,
product_variation,uqoJE4LDuUvfHnf3,,,,,,,,,,BT2277_56032_56027,88.28,Navy Pin Dot,42 EU (14 UK),,,,,,,,,,,
product_variation,uqoJE4LDuUvfHnf3,,,,,,,,,,BT2277_56032_56028,88.28,Navy Pin Dot,44 EU (16 UK),,,,,,,,,,,
product_variation,uqoJE4LDuUvfHnf3,,,,,,,,,,BT2277_56032_56029,88.28,Navy Pin Dot,46 EU (18 UK),,,,,,,,,,,
product,k9b3mALvWqxtkChO,Blouse in Chinese crêpe Roma,100% polyester. Blouse met lange mouwen in Chinese crêpe. Goudkleurige knoop op de mouwuiteinden en goudkleurige rits achteraan. Onderhoudsvriendelijk. Wasbaar in de machine.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63834&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Brook Taverner,Kleding,Overhemd / Blouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63834&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,
product_option,k9b3mALvWqxtkChO,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,k9b3mALvWqxtkChO,,,,,,,,,,,,,,Size,36 EU (8 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,k9b3mALvWqxtkChO,,,,,,,,,,,,,,Size,38 EU (10 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,k9b3mALvWqxtkChO,,,,,,,,,,,,,,Size,40 EU (12 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,k9b3mALvWqxtkChO,,,,,,,,,,,,,,Size,42 EU (14 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,k9b3mALvWqxtkChO,,,,,,,,,,,,,,Size,44 EU (16 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,k9b3mALvWqxtkChO,,,,,,,,,,,,,,Size,46 EU (18 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,k9b3mALvWqxtkChO,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,
product_option,k9b3mALvWqxtkChO,,,,,,,,,,,,,,Size,36 EU (8 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,k9b3mALvWqxtkChO,,,,,,,,,,,,,,Size,38 EU (10 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,k9b3mALvWqxtkChO,,,,,,,,,,,,,,Size,40 EU (12 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,k9b3mALvWqxtkChO,,,,,,,,,,,,,,Size,42 EU (14 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,k9b3mALvWqxtkChO,,,,,,,,,,,,,,Size,44 EU (16 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,k9b3mALvWqxtkChO,,,,,,,,,,,,,,Size,46 EU (18 UK),RADIOBUTTONS,TRUE,,,,,,,
product_variation,k9b3mALvWqxtkChO,,,,,,,,,,BT2279_61201_61195,63.18,Black,36 EU (8 UK),,,,,,,,,,,
product_variation,k9b3mALvWqxtkChO,,,,,,,,,,BT2279_61201_61196,63.18,Black,38 EU (10 UK),,,,,,,,,,,
product_variation,k9b3mALvWqxtkChO,,,,,,,,,,BT2279_61201_61197,63.18,Black,40 EU (12 UK),,,,,,,,,,,
product_variation,k9b3mALvWqxtkChO,,,,,,,,,,BT2279_61201_61198,63.18,Black,42 EU (14 UK),,,,,,,,,,,
product_variation,k9b3mALvWqxtkChO,,,,,,,,,,BT2279_61201_61199,63.18,Black,44 EU (16 UK),,,,,,,,,,,
product_variation,k9b3mALvWqxtkChO,,,,,,,,,,BT2279_61201_61200,63.18,Black,46 EU (18 UK),,,,,,,,,,,
product_variation,k9b3mALvWqxtkChO,,,,,,,,,,BT2279_61202_61195,63.18,Navy,36 EU (8 UK),,,,,,,,,,,
product_variation,k9b3mALvWqxtkChO,,,,,,,,,,BT2279_61202_61196,63.18,Navy,38 EU (10 UK),,,,,,,,,,,
product_variation,k9b3mALvWqxtkChO,,,,,,,,,,BT2279_61202_61197,63.18,Navy,40 EU (12 UK),,,,,,,,,,,
product_variation,k9b3mALvWqxtkChO,,,,,,,,,,BT2279_61202_61198,63.18,Navy,42 EU (14 UK),,,,,,,,,,,
product_variation,k9b3mALvWqxtkChO,,,,,,,,,,BT2279_61202_61199,63.18,Navy,44 EU (16 UK),,,,,,,,,,,
product_variation,k9b3mALvWqxtkChO,,,,,,,,,,BT2279_61202_61200,63.18,Navy,46 EU (18 UK),,,,,,,,,,,
product,xvNUBSOxu0R4ur2J,Blouse in Chinese crêpe VERONA,100% polyester. Blouse met korte mouwen in Chinese crêpe. Goudkleurige rits op de achterkant. Onderhoudsvriendelijk. Wasbaar in de machine.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63836&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Brook Taverner,Kleding,Overhemd / Blouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63836&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,
product_option,xvNUBSOxu0R4ur2J,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,xvNUBSOxu0R4ur2J,,,,,,,,,,,,,,Size,36 EU (8 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,xvNUBSOxu0R4ur2J,,,,,,,,,,,,,,Size,38 EU (10 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,xvNUBSOxu0R4ur2J,,,,,,,,,,,,,,Size,40 EU (12 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,xvNUBSOxu0R4ur2J,,,,,,,,,,,,,,Size,42 EU (14 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,xvNUBSOxu0R4ur2J,,,,,,,,,,,,,,Size,44 EU (16 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,xvNUBSOxu0R4ur2J,,,,,,,,,,,,,,Size,46 EU (18 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,xvNUBSOxu0R4ur2J,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,
product_option,xvNUBSOxu0R4ur2J,,,,,,,,,,,,,,Size,36 EU (8 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,xvNUBSOxu0R4ur2J,,,,,,,,,,,,,,Size,38 EU (10 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,xvNUBSOxu0R4ur2J,,,,,,,,,,,,,,Size,40 EU (12 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,xvNUBSOxu0R4ur2J,,,,,,,,,,,,,,Size,42 EU (14 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,xvNUBSOxu0R4ur2J,,,,,,,,,,,,,,Size,44 EU (16 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,xvNUBSOxu0R4ur2J,,,,,,,,,,,,,,Size,46 EU (18 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,xvNUBSOxu0R4ur2J,,,,,,,,,,,,,,Color,Sky Blue,RADIOBUTTONS,TRUE,,,,,,,
product_option,xvNUBSOxu0R4ur2J,,,,,,,,,,,,,,Size,36 EU (8 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,xvNUBSOxu0R4ur2J,,,,,,,,,,,,,,Size,38 EU (10 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,xvNUBSOxu0R4ur2J,,,,,,,,,,,,,,Size,40 EU (12 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,xvNUBSOxu0R4ur2J,,,,,,,,,,,,,,Size,42 EU (14 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,xvNUBSOxu0R4ur2J,,,,,,,,,,,,,,Size,44 EU (16 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,xvNUBSOxu0R4ur2J,,,,,,,,,,,,,,Size,46 EU (18 UK),RADIOBUTTONS,TRUE,,,,,,,
product_variation,xvNUBSOxu0R4ur2J,,,,,,,,,,BT2280_61210_61204,59.96,Black,36 EU (8 UK),,,,,,,,,,,
product_variation,xvNUBSOxu0R4ur2J,,,,,,,,,,BT2280_61210_61205,59.96,Black,38 EU (10 UK),,,,,,,,,,,
product_variation,xvNUBSOxu0R4ur2J,,,,,,,,,,BT2280_61210_61206,59.96,Black,40 EU (12 UK),,,,,,,,,,,
product_variation,xvNUBSOxu0R4ur2J,,,,,,,,,,BT2280_61210_61207,59.96,Black,42 EU (14 UK),,,,,,,,,,,
product_variation,xvNUBSOxu0R4ur2J,,,,,,,,,,BT2280_61210_61208,59.96,Black,44 EU (16 UK),,,,,,,,,,,
product_variation,xvNUBSOxu0R4ur2J,,,,,,,,,,BT2280_61210_61209,59.96,Black,46 EU (18 UK),,,,,,,,,,,
product_variation,xvNUBSOxu0R4ur2J,,,,,,,,,,BT2280_61211_61204,59.96,Navy,36 EU (8 UK),,,,,,,,,,,
product_variation,xvNUBSOxu0R4ur2J,,,,,,,,,,BT2280_61211_61205,59.96,Navy,38 EU (10 UK),,,,,,,,,,,
product_variation,xvNUBSOxu0R4ur2J,,,,,,,,,,BT2280_61211_61206,59.96,Navy,40 EU (12 UK),,,,,,,,,,,
product_variation,xvNUBSOxu0R4ur2J,,,,,,,,,,BT2280_61211_61207,59.96,Navy,42 EU (14 UK),,,,,,,,,,,
product_variation,xvNUBSOxu0R4ur2J,,,,,,,,,,BT2280_61211_61208,59.96,Navy,44 EU (16 UK),,,,,,,,,,,
product_variation,xvNUBSOxu0R4ur2J,,,,,,,,,,BT2280_61211_61209,59.96,Navy,46 EU (18 UK),,,,,,,,,,,
product_variation,xvNUBSOxu0R4ur2J,,,,,,,,,,BT2280_61212_61204,59.96,Sky Blue,36 EU (8 UK),,,,,,,,,,,
product_variation,xvNUBSOxu0R4ur2J,,,,,,,,,,BT2280_61212_61205,59.96,Sky Blue,38 EU (10 UK),,,,,,,,,,,
product_variation,xvNUBSOxu0R4ur2J,,,,,,,,,,BT2280_61212_61206,59.96,Sky Blue,40 EU (12 UK),,,,,,,,,,,
product_variation,xvNUBSOxu0R4ur2J,,,,,,,,,,BT2280_61212_61207,59.96,Sky Blue,42 EU (14 UK),,,,,,,,,,,
product_variation,xvNUBSOxu0R4ur2J,,,,,,,,,,BT2280_61212_61208,59.96,Sky Blue,44 EU (16 UK),,,,,,,,,,,
product_variation,xvNUBSOxu0R4ur2J,,,,,,,,,,BT2280_61212_61209,59.96,Sky Blue,46 EU (18 UK),,,,,,,,,,,
product,asn0ZBSmCOem9bH0,Jurk Neptune,95% polyester / 5% elasthan. Jurk met ronde halsopening en 3/4-mouwen. Decoratieve strik op de taille voor een flatterende aanpassing. Stretchvoering. Wasbaar in de machine.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63837&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Brook Taverner,Kleding,Jurk,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63837&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,
product_option,asn0ZBSmCOem9bH0,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,asn0ZBSmCOem9bH0,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,
product_option,asn0ZBSmCOem9bH0,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,
product_option,asn0ZBSmCOem9bH0,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,
product_option,asn0ZBSmCOem9bH0,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,
product_option,asn0ZBSmCOem9bH0,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,asn0ZBSmCOem9bH0,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,
product_option,asn0ZBSmCOem9bH0,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,
product_option,asn0ZBSmCOem9bH0,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,
product_option,asn0ZBSmCOem9bH0,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,
product_option,asn0ZBSmCOem9bH0,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,
product_option,asn0ZBSmCOem9bH0,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,
product_variation,asn0ZBSmCOem9bH0,,,,,,,,,,BT2287_56038_56037,131.12,Black,XS,,,,,,,,,,,
product_variation,asn0ZBSmCOem9bH0,,,,,,,,,,BT2287_56038_56035,131.12,Black,S,,,,,,,,,,,
product_variation,asn0ZBSmCOem9bH0,,,,,,,,,,BT2287_56038_56034,131.12,Black,M,,,,,,,,,,,
product_variation,asn0ZBSmCOem9bH0,,,,,,,,,,BT2287_56038_56033,131.12,Black,L,,,,,,,,,,,
product_variation,asn0ZBSmCOem9bH0,,,,,,,,,,BT2287_56038_56036,131.12,Black,XL,,,,,,,,,,,
product_variation,asn0ZBSmCOem9bH0,,,,,,,,,,BT2287_56039_56037,131.12,Navy,XS,,,,,,,,,,,
product_variation,asn0ZBSmCOem9bH0,,,,,,,,,,BT2287_56039_56035,131.12,Navy,S,,,,,,,,,,,
product_variation,asn0ZBSmCOem9bH0,,,,,,,,,,BT2287_56039_56034,131.12,Navy,M,,,,,,,,,,,
product_variation,asn0ZBSmCOem9bH0,,,,,,,,,,BT2287_56039_56033,131.12,Navy,L,,,,,,,,,,,
product_variation,asn0ZBSmCOem9bH0,,,,,,,,,,BT2287_56039_56036,131.12,Navy,XL,,,,,,,,,,,
product,FV99ZzV6cluqFqnD,Teramo Dress,Klassieke jurk. Korte mouwen. Sierstiksels. Split aan de achterkant. Rekbare voering.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390318&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Brook Taverner,Kleding,Jurk,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390318&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,
product_option,FV99ZzV6cluqFqnD,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,FV99ZzV6cluqFqnD,,,,,,,,,,,,,,Size,34 EU (6 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,FV99ZzV6cluqFqnD,,,,,,,,,,,,,,Size,36 EU (8 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,FV99ZzV6cluqFqnD,,,,,,,,,,,,,,Size,38 EU (10 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,FV99ZzV6cluqFqnD,,,,,,,,,,,,,,Size,40 EU (12 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,FV99ZzV6cluqFqnD,,,,,,,,,,,,,,Size,42 EU (14 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,FV99ZzV6cluqFqnD,,,,,,,,,,,,,,Size,44 EU (16 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,FV99ZzV6cluqFqnD,,,,,,,,,,,,,,Size,46 EU (18 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,FV99ZzV6cluqFqnD,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,
product_option,FV99ZzV6cluqFqnD,,,,,,,,,,,,,,Size,34 EU (6 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,FV99ZzV6cluqFqnD,,,,,,,,,,,,,,Size,36 EU (8 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,FV99ZzV6cluqFqnD,,,,,,,,,,,,,,Size,38 EU (10 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,FV99ZzV6cluqFqnD,,,,,,,,,,,,,,Size,40 EU (12 UK),RADIOBUTTONS,TRUE,,,,,,,
