type,product_internal_id,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_variation_sku,product_price,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Color,Classic Red,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Color,Convoy Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Color,French Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Color,Light Oxford,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OuJ6p7XYZ1PK2BTW,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180C_6712_6705,7.24,Black,S,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180C_6712_6706,7.24,Black,M,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180C_6712_6707,7.24,Black,L,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180C_6712_6708,7.24,Black,XL,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180C_6712_6709,7.24,Black,XXL,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180CX_58296_58292,9.38,Black,3XL,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180CX_58296_58295,9.38,Black,4XL,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180C_6714_6705,7.24,Bright Royal,S,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180C_6714_6706,7.24,Bright Royal,M,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180C_6714_6707,7.24,Bright Royal,L,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180C_6714_6708,7.24,Bright Royal,XL,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180C_6714_6709,7.24,Bright Royal,XXL,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180CX_58297_58292,9.38,Bright Royal,3XL,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180CX_58297_58295,9.38,Bright Royal,4XL,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180C_6718_6705,7.24,Classic Red,S,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180C_6718_6706,7.24,Classic Red,M,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180C_6718_6707,7.24,Classic Red,L,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180C_6718_6708,7.24,Classic Red,XL,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180C_6718_6709,7.24,Classic Red,XXL,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180C_82683_6705,7.24,Convoy Grey,S,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180C_82683_6706,7.24,Convoy Grey,M,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180C_82683_6707,7.24,Convoy Grey,L,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180C_82683_6708,7.24,Convoy Grey,XL,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180C_82683_6709,7.24,Convoy Grey,XXL,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180CX_82684_58292,9.38,Convoy Grey,3XL,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180CX_82684_58295,9.38,Convoy Grey,4XL,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180C_6728_6705,7.24,French Navy,S,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180C_6728_6706,7.24,French Navy,M,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180C_6728_6707,7.24,French Navy,L,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180C_6728_6708,7.24,French Navy,XL,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180C_6728_6709,7.24,French Navy,XXL,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180CX_58298_58292,9.38,French Navy,3XL,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180CX_58298_58295,9.38,French Navy,4XL,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180C_6716_6705,7.24,Light Oxford,S,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180C_6716_6706,7.24,Light Oxford,M,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180C_6716_6707,7.24,Light Oxford,L,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180C_6716_6708,7.24,Light Oxford,XL,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180C_6716_6709,7.24,Light Oxford,XXL,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180_6696_6690,5.98,White,S,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180_6696_6691,5.98,White,M,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180_6696_6692,5.98,White,L,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180_6696_6693,5.98,White,XL,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180_6696_6694,5.98,White,XXL,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180X_58299_58293,7.24,White,3XL,,,,,,,,,,,,
product_variation,OuJ6p7XYZ1PK2BTW,,,,,,,RUZT180X_58299_58294,7.24,White,4XL,,,,,,,,,,,,
product,kSR5ED7UswmIEUc9,Classic Heavyweight T-shirt,"100% gekamd ringgesponnen katoen. Tubulaire snit. Nektape van schouder tot schouder. Kraag 1x1 rib. Afwerking dubbele stiksels. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5941, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=387615&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Russell,Kleding,T-shirt,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387615&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387614&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,
product_option,kSR5ED7UswmIEUc9,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,kSR5ED7UswmIEUc9,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,kSR5ED7UswmIEUc9,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,kSR5ED7UswmIEUc9,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,kSR5ED7UswmIEUc9,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,kSR5ED7UswmIEUc9,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,kSR5ED7UswmIEUc9,,,,,,,,,,,Color,French Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,kSR5ED7UswmIEUc9,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,kSR5ED7UswmIEUc9,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,kSR5ED7UswmIEUc9,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,kSR5ED7UswmIEUc9,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,kSR5ED7UswmIEUc9,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,kSR5ED7UswmIEUc9,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,
product_option,kSR5ED7UswmIEUc9,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,kSR5ED7UswmIEUc9,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,kSR5ED7UswmIEUc9,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,kSR5ED7UswmIEUc9,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,kSR5ED7UswmIEUc9,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,kSR5ED7UswmIEUc9,,,,,,,RUZT215C_6747_6746,11.04,Black,S,,,,,,,,,,,,
product_variation,kSR5ED7UswmIEUc9,,,,,,,RUZT215C_6747_6742,11.04,Black,M,,,,,,,,,,,,
product_variation,kSR5ED7UswmIEUc9,,,,,,,RUZT215C_6747_6743,11.04,Black,L,,,,,,,,,,,,
product_variation,kSR5ED7UswmIEUc9,,,,,,,RUZT215C_6747_6744,11.04,Black,XL,,,,,,,,,,,,
product_variation,kSR5ED7UswmIEUc9,,,,,,,RUZT215C_6747_6745,11.04,Black,XXL,,,,,,,,,,,,
product_variation,kSR5ED7UswmIEUc9,,,,,,,RUZT215C_6748_6746,11.04,French Navy,S,,,,,,,,,,,,
product_variation,kSR5ED7UswmIEUc9,,,,,,,RUZT215C_6748_6742,11.04,French Navy,M,,,,,,,,,,,,
product_variation,kSR5ED7UswmIEUc9,,,,,,,RUZT215C_6748_6743,11.04,French Navy,L,,,,,,,,,,,,
product_variation,kSR5ED7UswmIEUc9,,,,,,,RUZT215C_6748_6744,11.04,French Navy,XL,,,,,,,,,,,,
product_variation,kSR5ED7UswmIEUc9,,,,,,,RUZT215C_6748_6745,11.04,French Navy,XXL,,,,,,,,,,,,
product_variation,kSR5ED7UswmIEUc9,,,,,,,RUZT215_6736_6735,9.08,White,S,,,,,,,,,,,,
product_variation,kSR5ED7UswmIEUc9,,,,,,,RUZT215_6736_6731,9.08,White,M,,,,,,,,,,,,
product_variation,kSR5ED7UswmIEUc9,,,,,,,RUZT215_6736_6732,9.08,White,L,,,,,,,,,,,,
product_variation,kSR5ED7UswmIEUc9,,,,,,,RUZT215_6736_6733,9.08,White,XL,,,,,,,,,,,,
product_variation,kSR5ED7UswmIEUc9,,,,,,,RUZT215_6736_6734,9.08,White,XXL,,,,,,,,,,,,
product,OcS48mmV0h5jgt4g,Mens Sprint Training Short,"92% polyester / 8% elasthan . Short met Z-TECH® stretch technologie. Ademend, sneldrogend en lichtgewicht. Zachte stof, rekbaar naar 4 kanten. Elastische tailleband met aanrijgkoord aan de binnenkant. Reflecterend Z-TECH® logo op het linker dijbeen. Zeer comfortabel en houdt warm indien gedragen als tweede laag. Reflecterend Spiro logo op de achterkant in het midden.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=71843&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Spiro,Kleding,Bermuda/Short,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71843&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,
product_option,OcS48mmV0h5jgt4g,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OcS48mmV0h5jgt4g,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OcS48mmV0h5jgt4g,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OcS48mmV0h5jgt4g,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OcS48mmV0h5jgt4g,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,OcS48mmV0h5jgt4g,,,,,,,S174M_33341_33337,25.18,Black,S,,,,,,,,,,,,
product_variation,OcS48mmV0h5jgt4g,,,,,,,S174M_33341_33338,25.18,Black,M,,,,,,,,,,,,
product_variation,OcS48mmV0h5jgt4g,,,,,,,S174M_33341_33339,25.18,Black,L,,,,,,,,,,,,
product_variation,OcS48mmV0h5jgt4g,,,,,,,S174M_33341_33340,25.18,Black,XL,,,,,,,,,,,,
product,OPeRiGd9XhDitU9J,Unisex Crosslite Trail & Track Jacket,100% pongee polyester met transparante PU inductie. Waterafstotend (tot 5000 mm waterafstotende stof) en ademend 2000 gr/m²/24h. Winddicht en extreem licht. Sneldrogend. Volledige ritssluiting en 2 voorzakken met ritstrekker 'Spiro'. Verstelbare mouwuiteinden met klittenband. Reflecterende biesjes op de voorkant. Kan opgevouwen worden in een tasje met 'Spiro' logo.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71849&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Spiro,Kleding,Jas,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71849&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71854&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71853&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71858&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71859&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71861&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71852&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,
product_option,OPeRiGd9XhDitU9J,,,,,,,,,,,Color,Neon Lime,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OPeRiGd9XhDitU9J,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OPeRiGd9XhDitU9J,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OPeRiGd9XhDitU9J,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OPeRiGd9XhDitU9J,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,OPeRiGd9XhDitU9J,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,OPeRiGd9XhDitU9J,,,,,,,S185X_31627_31622,50.48,Neon Lime,S,,,,,,,,,,,,
product_variation,OPeRiGd9XhDitU9J,,,,,,,S185X_31627_31623,50.48,Neon Lime,M,,,,,,,,,,,,
product_variation,OPeRiGd9XhDitU9J,,,,,,,S185X_31627_31624,50.48,Neon Lime,L,,,,,,,,,,,,
product_variation,OPeRiGd9XhDitU9J,,,,,,,S185X_31627_31625,50.48,Neon Lime,XL,,,,,,,,,,,,
product_variation,OPeRiGd9XhDitU9J,,,,,,,S185X_31627_31626,50.48,Neon Lime,XXL,,,,,,,,,,,,
product,0DtC91cOfwtR9Dy4,Mens Padded Bikewear Shorts,"80% polyamide (Nylon) / 20% elasthan. Cool Dry®. Lichte, rekbare en sneldrogende stof. Dubbele vulling. Inzet in HD silicone van uitstekende kwaliteit. Anti-bacteriële laag voor een optimale afvoer van de transpiratie. Anti-slip bandje van silicone onderaan. Gebogen inzetstukken met gecontrasteerde stiksels. Reflecterende biesjes. Elastische tailleband. Klein sleutelzakje aan de binnenkant met overslag. Reflecterend SPIRO logo onderaan op de linker broekspijp.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=71863&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Spiro,Kleding,Bermuda/Short,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71863&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392288&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,
product_option,0DtC91cOfwtR9Dy4,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,0DtC91cOfwtR9Dy4,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,0DtC91cOfwtR9Dy4,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,0DtC91cOfwtR9Dy4,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,0DtC91cOfwtR9Dy4,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,0DtC91cOfwtR9Dy4,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,0DtC91cOfwtR9Dy4,,,,,,,S187M_45028_45027,38.52,Black,S,,,,,,,,,,,,
product_variation,0DtC91cOfwtR9Dy4,,,,,,,S187M_45028_45029,38.52,Black,M,,,,,,,,,,,,
product_variation,0DtC91cOfwtR9Dy4,,,,,,,S187M_45028_45030,38.52,Black,L,,,,,,,,,,,,
product_variation,0DtC91cOfwtR9Dy4,,,,,,,S187M_45028_45031,38.52,Black,XL,,,,,,,,,,,,
product_variation,0DtC91cOfwtR9Dy4,,,,,,,S187M_45028_45032,38.52,Black,XXL,,,,,,,,,,,,
product,e8ZTd3EBnnI5gio6,Bikewear Crosslite Gilet,"100% nylon. Zonder zakken. Lichte en sneldrogende, windbrekend. Ideaal om over andere kleding te dragen. Unisex model. Opstaande kraag. Volledige ritssluiting. Ritstrekker met SPIRO logo. Reflecterende details op de voor-en achterkant voor een hogere zichtbaarheid.  Mesh aan de achterkant. Achterpand langer.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=71864&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Spiro,Kleding,Pullover/Cardigan/Gilet,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71864&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,
product_option,e8ZTd3EBnnI5gio6,,,,,,,,,,,Color,Neon Lime,RADIOBUTTONS,TRUE,,,,,,,,
product_option,e8ZTd3EBnnI5gio6,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,e8ZTd3EBnnI5gio6,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,e8ZTd3EBnnI5gio6,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,e8ZTd3EBnnI5gio6,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,e8ZTd3EBnnI5gio6,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,e8ZTd3EBnnI5gio6,,,,,,,S259X_45022_45021,36.68,Neon Lime,S,,,,,,,,,,,,
product_variation,e8ZTd3EBnnI5gio6,,,,,,,S259X_45022_45023,36.68,Neon Lime,M,,,,,,,,,,,,
product_variation,e8ZTd3EBnnI5gio6,,,,,,,S259X_45022_45024,36.68,Neon Lime,L,,,,,,,,,,,,
product_variation,e8ZTd3EBnnI5gio6,,,,,,,S259X_45022_45025,36.68,Neon Lime,XL,,,,,,,,,,,,
product_variation,e8ZTd3EBnnI5gio6,,,,,,,S259X_45022_45026,36.68,Neon Lime,XXL,,,,,,,,,,,,
product,0IVfUqkZ7xtUFu6L,Ladies Skort,"Rokje: 100% polyester. Broekje: 95% katoen /5% elasthan. Quick dry. Lichte, ademende en sneldrogende stof. Wafeltjes patroon. Zijnaden met flat lock stiksel. Geïntegreerd broekje. Elastische tailleband. Zijsplitjes.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=71872&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Spiro,Kleding,Rok,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71872&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71869&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71874&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71868&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71870&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,
product_option,0IVfUqkZ7xtUFu6L,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,0IVfUqkZ7xtUFu6L,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,0IVfUqkZ7xtUFu6L,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,0IVfUqkZ7xtUFu6L,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,0IVfUqkZ7xtUFu6L,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,0IVfUqkZ7xtUFu6L,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,
product_option,0IVfUqkZ7xtUFu6L,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,0IVfUqkZ7xtUFu6L,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,0IVfUqkZ7xtUFu6L,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,0IVfUqkZ7xtUFu6L,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,0IVfUqkZ7xtUFu6L,,,,,,,S261F_44958_44957,20.58,Black,S,,,,,,,,,,,,
product_variation,0IVfUqkZ7xtUFu6L,,,,,,,S261F_44958_44959,20.58,Black,M,,,,,,,,,,,,
